ticker,period,n,converged,alpha,gamma,beta,nu,omega,persistence,uncond_sd,loglik,mu,sample_sd,set,reason
ADM,2008-12,1259,True,0.02708845479765004,0.04234333875179373,0.945560750399272,4.270367313461624,0.0307651882844501,0.9938208745728189,0.022313427352992722,-2605.888811421236,7.749969498387348e-05,0.02497887205424559,A,
ADM,2013-19,1762,True,0.07089530695705731,0.12139483794594885,0.7548136240133871,4.265822728368516,0.2325509859613938,0.8864063499434189,0.014308103241911065,-2899.1850067552195,0.0008256522500962887,0.013851061397814822,A,
ADM,2020-24,1258,True,0.1436269432971181,0.007879490295884011,0.7221562902049551,4.390745185261536,0.43483632797956967,0.8697229786500151,0.018269598350135058,-2376.874065997499,0.0010178081865276044,0.019576684727293736,A,
ADP,full,6288,True,0.020643157119062335,0.07072111655105073,0.931648166744454,4.6098657826700675,0.026275658957253385,0.9876518821390418,0.014587350733602584,-10398.732507910234,0.0006206508968574668,0.01578687058957,A,
ADP,2000-07,2009,True,0.0,0.03007172707164837,0.9794507109172128,4.620940767183379,0.009265218671284764,0.994486574453037,0.012963345013030883,-3560.615859079183,2.715767511722727e-05,0.017761996683647134,A,
ADP,2008-12,1259,True,0.0,0.09817622821470492,0.9398595855115632,7.8223561760107785,0.019456328404518893,0.9889476996189157,0.013267958492604832,-2088.505614394314,0.0004390222853818359,0.015911786888890597,A,
ADP,2013-19,1762,True,0.056891097687780404,0.14636781612818694,0.7581541613345332,4.428961012276017,0.1497654395551006,0.8882291670864071,0.011575547970733915,-2534.7504763854404,0.0010014384347409263,0.01138922480859051,A,
ADP,2020-24,1258,True,0.0427317368401399,0.058688240335264916,0.9057013442897465,3.9394262852888473,0.06070512522186142,0.9777772012975188,0.016527733575196574,-2176.280161080271,0.0010142822644243282,0.01750369997084958,A,
ADSK,full,6288,True,0.005159566500016997,0.10179100309906733,0.9255104248191321,4.2171230879025146,0.124312417708965,0.9815654928686828,0.025968178702596864,-13887.456565103757,0.0010312032619810732,0.025922912717253575,A,
ADSK,2000-07,2009,True,0.0,0.013703177868998578,0.9894246635796397,4.337223148716558,0.01619617853801978,0.996276252514139,0.020855286784340607,-4663.393535440775,0.001165824607049724,0.02873831215866903,A,
ADSK,2008-12,1259,True,0.0089150632702749,0.08423481391028295,0.9309782333428146,4.716755906901112,0.1336199857599519,0.982010703568231,0.027253897701108403,-2968.9238729402823,0.0005972532074810661,0.029560919068774248,A,
ADSK,2013-19,1762,True,7.76863349708574e-10,0.18474976897809767,0.8386652920505722,3.5697509314771936,0.3323064701681993,0.9310401773164844,0.021951860318540392,-3469.857263906837,0.0010361026128029242,0.019797639568097707,A,
ADSK,2020-24,1258,True,0.07002508557077852,0.05810694820297506,0.8526674455513333,5.282342970232744,0.27271208845443284,0.9517460052235994,0.023773085822343956,-2751.2085935947343,0.0013867248168978768,0.024806436605780306,A,
AEE,full,6288,True,0.06792324056915112,0.04533112185632692,0.8775856847467205,6.652502957103236,0.047992941762868724,0.9681744862440351,0.012280073720553186,-9681.714595046822,0.0006259888119211265,0.013774418951648215,A,
AEE,2000-07,2009,True,0.0895733141394699,0.041397017671070825,0.8618329481802284,7.208908914736809,0.03798901702649151,0.9721047711552336,0.011669817486522209,-2906.726013018268,0.0006241788176851415,0.01167656605281115,A,
AEE,2008-12,1259,True,0.056364899479315646,0.07329146119168263,0.8827359786633311,6.038657663360306,0.05197320986856991,0.9757466087384881,0.014638734474046981,-2123.6010422346835,8.28119102035475e-05,0.017320559213492244,A,
AEE,2013-19,1762,True,0.029901895712462212,0.025871485672552843,0.92459799606871,7.843067168343193,0.03486228007858009,0.9674356346174486,0.010346812624414819,-2528.080455669296,0.0008813725875794698,0.010558843113085891,A,
AEE,2020-24,1258,True,0.08000208712878554,0.07358163740866368,0.7960707166545822,6.053758748601302,0.16679122919216943,0.9128636224876996,0.01383524499470415,-2107.9866257383733,0.0006269144543797896,0.01654495824352845,A,
AEP,full,6288,True,0.04560712876738176,0.06649620720015435,0.9020836852223786,7.364906695458439,0.03199609214788623,0.9809389175898375,0.012956111889146506,-10064.91330383699,0.000600377690809174,0.015375759963334538,A,
AEP,2000-07,2009,True,0.06236731741279454,0.08228113348175756,0.8812306857178795,7.554746436566095,0.03947526474857161,0.9847385698715528,0.016082920283963242,-3452.477197269759,0.0005901854846909279,0.018454782171314,A,
AEP,2008-12,1259,True,0.016859845623301454,0.14207957638143576,0.898767676437333,10.09893074237615,0.026109925207455364,0.9866673102513523,0.013994066304435586,-2022.0646288393255,0.00022384930150437225,0.015849042562556457,A,
AEP,2013-19,1762,True,0.017864624819188293,0.027686299491265484,0.9488483024813137,7.509275979540191,0.01857160788581532,0.9805560770461347,0.009773110451680174,-2448.6253675118082,0.0008721819177360015,0.01005716309485471,A,
AEP,2020-24,1258,True,0.04388656151539535,0.08832806460914155,0.8493373637032544,6.03759502893516,0.12032268437218681,0.9373879575232206,0.013862604103769594,-2121.9577699847373,0.0004591234924286639,0.01563789552634557,A,
AES,full,6288,True,0.03254251512370812,0.05794735487598838,0.9289546860657983,5.3123249630363,0.05262208041239073,0.9904708786275006,0.023499443498346005,-13650.18915857347,0.00045466914685061906,0.03196622802444614,A,
AES,2000-07,2009,True,0.03731741255512445,0.05048316376923028,0.9302194724987559,4.553233317316241,0.07057853756842038,0.9927784669384955,0.03126235034148425,-4889.529401347525,0.0008863902655814901,0.044432541796699344,A,
AES,2008-12,1259,True,0.02283752825543842,0.07422179983636737,0.9333635788249997,7.700537213684575,0.04024792738610312,0.9933120069986218,0.024531485939155863,-2829.2070562457784,-0.0003997184229618532,0.03114192170416673,A,
AES,2013-19,1762,True,0.09374447425770766,0.06527154885420026,0.7402964828040788,6.039055100483032,0.3234915870912912,0.8666767314888866,0.015576809880586682,-3160.836819767257,0.0006987544744394432,0.01540304020828823,A,
AES,2020-24,1258,True,0.025379671727850873,0.11466587642732054,0.8675829415163133,4.740009538500281,0.2933122013039234,0.9502955514578244,0.02429223281721412,-2754.441367744465,0.00022428969887458626,0.025517079241186597,A,
AFL,full,6288,True,0.033947657010654844,0.07744099522009475,0.9228933911147037,4.254207112594927,0.024286939537649967,0.9955615457354059,0.023392170527144485,-11151.53594278959,0.0006153650335007761,0.02227952752822091,A,
AFL,2000-07,2009,True,0.03624731411442894,0.06292352756545828,0.9317200451055473,3.8465609915786527,0.026057679282690708,0.9994291230027054,0.06756108184075471,-3640.0188645918315,0.00016005489553068788,0.018145411685558582,A,
AFL,2008-12,1259,True,2.6637847057512184e-12,0.11308000749283723,0.93716357253509,5.1488855906841255,0.04987266125705865,0.9937035762841724,0.02814390127043512,-2844.1588027421762,0.00020113501103864967,0.03733433821761428,A,
AFL,2013-19,1762,True,0.019025297377145017,0.10527148399665684,0.8731826898821828,4.544124057160819,0.056808811258175385,0.9448437292576563,0.01014869973563453,-2397.456511116047,0.000734243087739389,0.010429769438305831,A,
AFL,2020-24,1258,True,0.08369430123067272,0.14677100464812678,0.7680816966598196,4.341261199479279,0.21790602731656378,0.9251615002145557,0.017063655912750258,-2237.0923720195856,0.0012464680335004966,0.020191182250132212,A,
AIG,full,6288,True,0.05118908077041372,0.10201690550034395,0.8961663043356186,5.195006128209699,0.03377770870524726,0.9983638378562043,0.04543619167758054,-12447.363784178582,0.0002913494977002808,0.035304562733443415,A,
AIG,2000-07,2009,True,0.04318465855269569,0.10285270684112607,0.9053889880267413,6.0199637432428865,0.01851024041255185,1.0,,-3564.3816296849254,1.37943565158867e-05,0.017761713484701923,A,
AIG,2008-12,1259,True,0.05925991533028032,0.09080950188227328,0.8919714818320101,3.9636467204807024,0.23225618685545335,0.9966361481034272,0.0830931479905791,-3453.6041972744365,-0.0006704336488436848,0.0693510625664369,A,
AIG,2013-19,1762,True,0.05619831883252524,0.2133508795007222,0.7047558521286236,4.804385176637595,0.24846826215784207,0.8676296107115099,0.013700614235405837,-2823.9365374636272,0.0004933242952906525,0.013443045133471446,A,
AIG,2020-24,1258,True,0.08091803862390534,0.16983573013937436,0.8060732041267892,8.03253489541589,0.15276833800213258,0.9719091078203816,0.023320288052488515,-2559.1742726989983,0.0007267518037025838,0.02556182543643563,A,
AIV,full,6288,True,0.04746969406330555,0.05363174623479915,0.9191005993714213,5.8861520967862395,0.02662372769895994,0.9933861665521264,0.02006355118871493,-11638.348098709479,0.0006895889458451728,0.023570675595483617,A,
AIV,2000-07,2009,True,0.0660185009992146,0.03298633146114111,0.8709187991794827,5.021159048482886,0.08739948050845592,0.9534304659092678,0.013699460961321377,-3266.2689656694865,0.000742058467530169,0.013519380512919562,A,
AIV,2008-12,1259,True,0.08217707222883329,0.018697869942552046,0.9084739927998907,8.781398917597679,0.027833512223782837,1.0,,-3000.779780449369,0.0010668600871455527,0.0408911246083827,A,
AIV,2013-19,1762,True,0.02496288428209057,0.09460604981801712,0.8714942152797842,6.943570120282735,0.0738286670151625,0.9437601244708833,0.011457512460136954,-2656.8271240642225,0.0007013435119396288,0.01150621493075698,A,
AIV,2020-24,1258,True,0.04560808055692291,0.14540689651745115,0.8490217457301494,5.394706602502862,0.22780560945716444,0.9673332745457979,0.026407628738607095,-2680.48659010797,7.312456121959144e-05,0.025023522704182198,A,
AJG,full,6288,True,0.08693239968969171,0.06873500798372084,0.8554937353322286,4.77390122288559,0.06103354240823121,0.9767936390137808,0.016217382754691607,-10333.875046005796,0.0007451694624115904,0.016329761054164168,A,
AJG,2000-07,2009,True,0.14530312130132797,0.07096843850420602,0.819212659446569,3.89611715289312,0.08816373727704388,1.0,,-3640.171668845749,0.00020112552961683452,0.019290084167518606,A,
AJG,2008-12,1259,True,0.03822399404247313,0.020582037061511113,0.936601433950152,4.65063544909731,0.02931658694699066,0.9851164465233807,0.014034708214005426,-2187.3192833019198,0.0005409233691083524,0.018314397439789347,A,
AJG,2013-19,1762,True,0.06597800312595924,0.17854542548259736,0.6612573014150014,6.553160535315149,0.17099122099966538,0.8165080172822593,0.009653356832771201,-2325.279448298821,0.0008233948994512795,0.009768281781990828,A,
AJG,2020-24,1258,True,0.09871724521586646,0.09619611928578463,0.7485452980720058,6.071156776145948,0.21601808390615027,0.8953606029307646,0.0143680370917336,-2141.406788164987,0.0014812825965162455,0.016403115164720355,A,
AKAM,full,6288,True,0.01849808495695049,0.014240764943026472,0.9738564524547147,3.423570403416773,0.008054012481993554,0.9994749198831785,0.03916456999278048,-14689.303700058956,0.0007970474287246606,0.038716918228673604,A,
AKAM,2000-07,2009,True,0.014423136128497391,0.0483390808656475,0.9614073229328897,4.643465971089308,0.05940597504752033,0.9999999994942108,108.37529518801387,-5869.4622993206285,-0.000558221502804706,0.057945510867612834,A,
AKAM,2008-12,1259,True,0.005112850819348562,0.022438645353673705,0.9790618968171957,3.560194904201842,0.021620802209132598,0.9953940703133811,0.02166592572629833,-3070.159090456823,0.00040347453215172516,0.03433737365728826,A,
AKAM,2013-19,1762,True,0.08330357452068864,0.1724511512194676,0.43174874764432336,3.3223621351501738,1.4744686951373545,0.6012778977747458,0.01923014783507793,-3332.7766509912344,0.0010734339518434432,0.02051051338235754,A,
AKAM,2020-24,1258,True,0.09955637674965521,0.04010185185646578,0.821411124352111,3.256009429854132,0.2507613962792153,0.9410184270299992,0.020619216772524172,-2319.0009228889603,0.0009317445153537773,0.018952503473080307,A,
ALB,full,6288,True,0.030305712442973826,0.05202672360204644,0.9420760124020907,4.690038012072496,0.02844461650067897,0.9983950866460878,0.04209923906127339,-13520.448522837185,0.0006935036925559859,0.02471614904202738,A,
ALB,2000-07,2009,True,0.010849185243303614,0.09386339884092612,0.9330887775513064,5.911445315611006,0.05505204420822299,0.990869662215073,0.02455519020343531,-4026.395228371488,0.0004082590552379193,0.01966066413210856,A,
ALB,2008-12,1259,True,0.008862003345438399,0.10236160317118535,0.9277263166723818,6.528129916614711,0.07757390177463919,0.9877691216034129,0.02518424837309598,-2844.2287081484556,0.0008444113942976241,0.0281557160403077,A,
ALB,2013-19,1762,True,0.06159724469655912,0.05992192310802159,0.8969985985141502,3.4084970572824793,0.09013379850969716,0.9885568047647201,0.02806533193977796,-3363.841947736307,0.0009077608192688295,0.01869523209614341,A,
ALB,2020-24,1258,True,0.04618658018275654,0.024382571765538364,0.8675651947529867,5.365836620166908,0.8447346419084703,0.9259430608185124,0.03377359359370907,-3240.6900277666664,0.0006726621925111791,0.03395322987554273,A,
ALK,full,6288,True,0.029954686814294085,0.046397917363666864,0.9349162477840584,5.567674831037866,0.08247307123729926,0.9880698932801859,0.026292623317464004,-14260.99737767868,0.00044141832997333913,0.02833114814682257,A,
ALK,2000-07,2009,True,0.02465848110140522,0.05374930237407048,0.9221912794173235,6.736514416039121,0.1878118656492518,0.973724411705764,0.026735314003592442,-4701.747669629103,-0.00028476057601819213,0.02789939601063589,A,
ALK,2008-12,1259,True,0.035305321761570474,0.09103411064045873,0.9182238678469217,5.623475269604915,0.04951628182827663,0.9990462449287215,0.07205358319359263,-3063.1822181879725,0.0009917853270464295,0.03630444920288453,A,
ALK,2013-19,1762,True,0.027931967167873616,0.030659865448331804,0.8520368809032047,5.077374882951396,0.3705996658284164,0.8952987807952443,0.018813805167758536,-3522.875319865987,0.0010673726307980668,0.01884658458029097,A,
ALK,2020-24,1258,True,0.05229883971443273,0.08606715965637933,0.8565194554825496,4.870241762470828,0.41280606438756634,0.951851875025172,0.029280827414268313,-2943.2632745527044,-0.00032168459305179255,0.03084207918057609,A,
ALL,full,6288,True,0.036843083756684124,0.06816160333036035,0.9226266850325959,4.634251658714903,0.02326906166514702,0.9935505704544603,0.018994540146726514,-10754.38845078181,0.0006494557584282947,0.01917143578569532,A,
ALL,2000-07,2009,True,0.012575387665388073,0.01611785249177445,0.9760527140575572,4.510008948849638,0.006031123185891576,0.9966870279688326,0.013492431279784087,-3425.13076307657,0.00033749073894151146,0.017005208809033164,A,
ALL,2008-12,1259,True,0.008206459191385752,0.15284615872009663,0.9058621129966631,6.176271137420025,0.055384137526976455,0.9904916515480972,0.02413460270710352,-2573.722337717667,0.00039831220676817485,0.029525287631369034,A,
ALL,2013-19,1762,True,0.0046796879409510125,0.09698358381282947,0.906747832583565,4.064991759143852,0.04271380514946528,0.9599193124309306,0.010323252488521258,-2373.0595785497017,0.0008616668459940416,0.010544221555735818,A,
ALL,2020-24,1258,True,0.061136879202776655,0.07589156056871685,0.8418799539767392,5.747542944917393,0.16779850913295197,0.9409626134638742,0.016858948615559467,-2340.332524205596,0.0008782848937661609,0.018622945735812843,A,
AMAT,full,6288,True,0.030735411214766882,0.050330820257617884,0.9384125681448732,6.740186653896139,0.04567969053386098,0.994313389488449,0.0283422832992888,-14167.936462799393,0.0005346196309305054,0.02753185120982154,A,
AMAT,2000-07,2009,True,0.017063015244451335,0.03213346037136354,0.9648433821573593,13.48751261093541,0.016957364925974064,0.9979731275874925,0.02892450779764195,-4855.34084712066,-0.00019694993726652587,0.033349830680426476,A,
AMAT,2008-12,1259,True,0.03492539253654924,0.055348723300626006,0.9277935437479561,8.954846300380858,0.05311937546503256,0.9903932979348183,0.023514693325852255,-2740.0814959397503,4.4205685042688755e-05,0.0248482396378873,A,
AMAT,2013-19,1762,True,6.50826766375539e-13,0.10897270887995512,0.9089410245821868,4.339750904627855,0.14936653072992145,0.9634273790228153,0.020209175918233912,-3498.1248998553974,0.001164168621934598,0.019215699884673962,A,
AMAT,2020-24,1258,True,0.09334530619174833,0.005563942695744016,0.8591697585428778,7.071894832813458,0.3826374012004744,0.9552970360824982,0.029256714229318477,-3023.9533918978177,0.0013344614268281834,0.029592168496095327,A,
AMD,full,6288,True,0.0426646986870568,0.0038165080643998745,0.9450809174591477,4.165993103806073,0.17335322986929755,0.9896538701784044,0.040933323436147286,-16563.223542114632,0.0005323825360847716,0.038743638699048955,A,
AMD,2000-07,2009,True,0.03710588384059261,-0.01820617650326974,0.9671414749321996,4.588000727199823,0.07083812428343099,0.9951442705211573,0.03819497980989862,-5403.307109674963,-5.237715087922582e-05,0.0421373750113926,A,
AMD,2008-12,1259,True,0.022621530797266205,0.04133479932006175,0.9480417877913032,5.607190043774071,0.13168225398460226,0.9913307182486003,0.03897373850947221,-3398.5478323561792,-0.00046814742983138075,0.04091751770211157,A,
AMD,2013-19,1762,True,0.28953921459843823,-0.01793486768958413,0.5769738916526858,3.266102744070866,2.922151506749975,0.857545672406332,0.045291170126587545,-4494.324363515838,0.001517419614186316,0.03679455867895425,A,
AMD,2020-24,1258,True,0.03669749658115512,0.020825663537988127,0.9297110844562245,5.215794942976645,0.2774591988771165,0.9768214128063737,0.03459840543482312,-3217.2672074269967,0.0007819866863593415,0.033024330805634175,A,
AME,full,6288,True,0.022822052562716494,0.0896922292353444,0.9197161635442133,5.038395351175001,0.04082179132736983,0.987384330724602,0.017988331463790013,-11278.460668959044,0.0007688987832067485,0.01762455357646711,A,
AME,2000-07,2009,True,0.003984989795650735,0.04259856188309983,0.9666298487892615,5.102962589196287,0.026579023538920516,0.9919141195264621,0.018130335980777706,-3848.043178980914,0.0008235451729139782,0.018659132258347394,A,
AME,2008-12,1259,True,0.016165514523059643,0.11399095805518915,0.9150945348137997,6.1267718960643744,0.05469271050315673,0.9882555283644539,0.021579828147394377,-2526.727750777109,0.0008403677178055388,0.02183501877159788,A,
AME,2013-19,1762,True,0.016021414129246167,0.18424367921460394,0.8051536746600704,5.12823756277793,0.1337833537705889,0.9132969283966185,0.012421778985250938,-2705.134065643747,0.0008082838643955327,0.01211015967986384,A,
AME,2020-24,1258,True,0.013211669197699142,0.11933183284570585,0.90169874474264,4.349702933240757,0.06642410148893997,0.974576330363192,0.0161638095960457,-2175.060313474669,0.0006232868709866251,0.01771389809897046,A,
AMG,full,6288,True,0.03984775699165313,0.09318345310926009,0.905210903535807,5.878732481269711,0.06143222412342326,0.9916503870820902,0.02712470029690629,-13126.874817746186,0.0005510047442675623,0.0252007634658646,A,
AMG,2000-07,2009,True,0.02337480583403231,0.05458426985699987,0.9456159949943195,6.8653856192293015,0.02314416179628903,0.9962829357568517,0.024952880959775367,-4111.67960838182,0.000825272761723161,0.022483458570216195,A,
AMG,2008-12,1259,True,5.857355178804766e-13,0.1797456912953799,0.903524986285628,13.40252715056332,0.08351141488191108,0.9933978319339037,0.03556555850559388,-3002.9067140831417,0.0003594030484943695,0.03639914159801657,A,
AMG,2013-19,1762,True,0.06663619752392928,0.11373603716218685,0.8297592741220639,4.732755156225344,0.16820634577536486,0.9532634902270866,0.0189711234309194,-3293.6156860294095,0.0002598925228649842,0.01730822383024446,A,
AMG,2020-24,1258,True,0.08695074497168913,0.12500223045742273,0.808775082695515,4.867829428703436,0.28831045737056415,0.9582269428959155,0.02627133048165082,-2685.561662976805,0.0006620999620724162,0.02491276457982274,A,
AMGN,full,6288,True,0.024965689811072837,0.08327301519001018,0.9173129756274575,4.7928962591290425,0.05904747416119981,0.9839151730335354,0.019159865927100613,-11760.365288801046,0.00020915763920397612,0.01923693184304049,A,
AMGN,2000-07,2009,True,0.006526328229451746,0.054291346151716546,0.9620126142124175,6.703879797598407,0.018306133221581547,0.9956846155177275,0.02059626929257612,-4169.158658648463,-0.0003739155440718436,0.02412137603100589,A,
AMGN,2008-12,1259,True,0.010430230272331212,0.12898981895800435,0.8981303715163944,4.580146734139577,0.09184159837144697,0.9730555112677278,0.01846225491056629,-2269.3273714029283,0.00019171979006666996,0.01814336178996401,A,
AMGN,2013-19,1762,True,0.05243068447604258,0.09119969391560284,0.8490658080557593,4.5050884459039535,0.1426597487653504,0.9470963394896033,0.01642131250675555,-3089.4739175896048,0.0007965503926392482,0.015137792200430862,A,
AMGN,2020-24,1258,True,0.09967329668480922,0.06908826451801238,0.7079074256462163,3.8151514156013446,0.42190575692119014,0.8421248545900317,0.016347481099279484,-2200.474320058427,2.6648720489543362e-05,0.01641746441776289,A,
AMT,full,6288,True,0.04544916585489181,0.06860843096640307,0.9142299674136262,6.110244562374817,0.033151672120440595,0.9939833487517196,0.023473362191166237,-12483.286970715508,0.0006879086365498292,0.027788138530234055,A,
AMT,2000-07,2009,True,0.04811923530323935,0.0762487086874151,0.9130659484538317,6.491215397662282,0.04417694482312166,0.9993095381007786,0.0799885786350479,-4862.532721085815,0.0008513057543968983,0.041914522736370564,A,
AMT,2008-12,1259,True,0.035273862110714274,0.12542522215503252,0.889107625334685,8.140175690802353,0.05817301670608888,0.9870940985229155,0.021230812760525398,-2470.0333992987285,0.000588610056383625,0.02201520818585179,A,
AMT,2013-19,1762,True,0.03598304013281694,0.09450469912786337,0.8257967298571751,5.659278161571333,0.12891993791737055,0.9090321195539237,0.011904632851998338,-2699.8000941421788,0.0008674078199343364,0.01188429227294964,A,
AMT,2020-24,1258,True,0.053326912975314215,0.0689296751610076,0.8598443266873014,5.844167778655755,0.17194164284641514,0.9476360772431194,0.01812067825359631,-2423.6555623066924,4.196017988535245e-05,0.01925560135207194,A,
